mask_x,mask_y,world_x_min,world_z_min,world_x_max_exclusive,world_z_max_exclusive,previous_rgba,proposed_rgba,from_tile,to_tile,segment,biome,rationale
681,461,-16512,-34432,-16384,-34304,0/0/33/255,0/0/30/255,T033,T030,S0001,forodwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2289,954,189312,28672,189440,28800,0/1/20/255,0/1/47/255,T276,T303,S0444,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1172,955,46336,28800,46464,28928,0/1/16/255,0/1/10/255,T272,T266,S0446,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2043,955,157824,28800,157952,28928,0/1/3/255,0/1/7/255,T259,T263,S0445,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2289,955,189312,28800,189440,28928,0/1/20/255,0/1/47/255,T276,T303,S0444,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2044,956,157952,28928,158080,29056,0/1/3/255,0/1/7/255,T259,T263,S0445,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2288,956,189184,28928,189312,29056,0/1/20/255,0/1/47/255,T276,T303,S0444,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2044,957,157952,29056,158080,29184,0/1/3/255,0/1/7/255,T259,T263,S0445,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2045,957,158080,29056,158208,29184,0/1/3/255,0/1/7/255,T259,T263,S0445,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2046,958,158208,29184,158336,29312,0/1/3/255,0/1/7/255,T259,T263,S0445,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1183,959,47744,29312,47872,29440,0/1/16/255,0/1/10/255,T272,T266,S0447,anduinHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1184,959,47872,29312,48000,29440,0/1/16/255,0/1/10/255,T272,T266,S0447,anduinHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1185,959,48000,29312,48128,29440,0/1/16/255,0/1/10/255,T272,T266,S0447,anduinHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2047,959,158336,29312,158464,29440,0/1/3/255,0/1/7/255,T259,T263,S0445,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1187,960,48256,29440,48384,29568,0/1/16/255,0/1/10/255,T272,T266,S0448,anduinHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1188,960,48384,29440,48512,29568,0/1/16/255,0/1/10/255,T272,T266,S0448,anduinHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1189,960,48512,29440,48640,29568,0/1/16/255,0/1/10/255,T272,T266,S0448,anduinHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1190,960,48640,29440,48768,29568,0/1/16/255,0/1/10/255,T272,T266,S0448,anduinHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2049,960,158592,29440,158720,29568,0/1/3/255,0/1/7/255,T259,T263,S0449,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2050,961,158720,29568,158848,29696,0/1/3/255,0/1/7/255,T259,T263,S0449,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2279,961,188032,29568,188160,29696,0/1/20/255,0/1/47/255,T276,T303,S0450,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1202,962,50176,29696,50304,29824,0/1/16/255,0/1/10/255,T272,T266,S0451,anduinHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2051,962,158848,29696,158976,29824,0/1/3/255,0/1/7/255,T259,T263,S0449,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1205,963,50560,29824,50688,29952,0/1/16/255,0/1/10/255,T272,T266,S0452,anduinHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1206,963,50688,29824,50816,29952,0/1/16/255,0/1/10/255,T272,T266,S0452,anduinHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1207,963,50816,29824,50944,29952,0/1/16/255,0/1/10/255,T272,T266,S0452,anduinHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2052,964,158976,29952,159104,30080,0/1/3/255,0/1/7/255,T259,T263,S0453,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2276,965,187648,30080,187776,30208,0/1/20/255,0/1/47/255,T276,T303,S0454,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2275,966,187520,30208,187648,30336,0/1/20/255,0/1/47/255,T276,T303,S0454,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1381,967,73088,30336,73216,30464,0/1/29/255,0/1/14/255,T285,T270,S0455,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1382,967,73216,30336,73344,30464,0/1/29/255,0/1/14/255,T285,T270,S0455,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1383,967,73344,30336,73472,30464,0/1/29/255,0/1/14/255,T285,T270,S0455,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1445,967,81280,30336,81408,30464,0/1/29/255,0/1/9/255,T285,T265,S0456,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1446,967,81408,30336,81536,30464,0/1/29/255,0/1/9/255,T285,T265,S0456,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1447,967,81536,30336,81664,30464,0/1/29/255,0/1/9/255,T285,T265,S0456,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2053,967,159104,30336,159232,30464,0/1/7/255,0/1/3/255,T263,T259,S0457,rhunLandSteppe,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2054,968,159232,30464,159360,30592,0/1/7/255,0/1/3/255,T263,T259,S0457,rhunLandSteppe,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1967,969,148096,30592,148224,30720,0/1/34/255,0/1/26/255,T290,T282,S0458,rhunLand,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2055,969,159360,30592,159488,30720,0/1/3/255,0/1/7/255,T259,T263,S0457,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1371,970,71808,30720,71936,30848,0/1/29/255,0/1/14/255,T285,T270,S0459,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1967,970,148096,30720,148224,30848,0/1/34/255,0/1/26/255,T290,T282,S0458,rhunLand,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2056,970,159488,30720,159616,30848,0/1/3/255,0/1/7/255,T259,T263,S0457,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1325,971,65920,30848,66048,30976,0/1/14/255,0/1/25/255,T270,T281,S0460,brownLands,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1965,972,147840,30976,147968,31104,0/1/26/255,0/1/34/255,T282,T290,S0461,rhunLandHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2059,972,159872,30976,160000,31104,0/1/3/255,0/1/7/255,T259,T263,S0462,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1996,974,151808,31232,151936,31360,0/1/22/255,0/1/34/255,T278,T290,S0463,rhunLandHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1719,975,116352,31360,116480,31488,0/1/21/255,0/1/32/255,T277,T288,S0464,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1961,975,147328,31360,147456,31488,0/1/34/255,0/1/26/255,T290,T282,S0465,rhunLand,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1962,975,147456,31360,147584,31488,0/1/34/255,0/1/26/255,T290,T282,S0465,rhunLand,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1994,975,151552,31360,151680,31488,0/1/22/255,0/1/34/255,T278,T290,S0466,rhunLandHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1224,978,52992,31744,53120,31872,0/1/31/255,0/1/30/255,T287,T286,S0467,wold,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2062,978,160256,31744,160384,31872,0/1/3/255,0/1/7/255,T259,T263,S0468,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2274,978,187392,31744,187520,31872,0/1/20/255,0/1/47/255,T276,T303,S0469,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1225,979,53120,31872,53248,32000,0/1/31/255,0/1/30/255,T287,T286,S0467,wold,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1507,979,89216,31872,89344,32000,0/1/42/255,0/1/32/255,T298,T288,S0470,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2062,979,160256,31872,160384,32000,0/1/3/255,0/1/7/255,T259,T263,S0468,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1513,980,89984,32000,90112,32128,0/1/42/255,0/1/32/255,T298,T288,S0471,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1957,980,146816,32000,146944,32128,0/1/34/255,0/1/26/255,T290,T282,S0472,rhunLand,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
